Y;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X56;X51;X52;X53;X54;X55;X56;X57;X58;X59;X60;X61;X62;X63;X64;X65;X66;X67;X68;X69;X70;X71;X72;X73;X74;X75;X76;X77;X78;X79;X80;X81;X82;X83;X84;X85;X86;X87;X88;X89;X90;X91;X92;X93;X94;X95;X96;X97;X98;X99;X100;X101;X102;X103;X104;X105;X106;X107;X108;X109;X110;X111;X112;X113;X114;X115;X116;X117;X118;X119;X120;X121;X122;X123;X124;X125;X126;X127;X128;X129;X130;X131;X132;X133;X134;X135;X136;X137;X138;X139;X140;X141;X142;X143;X144;X145;X146;X147;X148;X149;X156;X151;X152;X153;X154;X155;X156;X157;X158;X159;X160;X161;X162;X163;X164;X165;X166;X167;X168;X169;X170;X171;X172;X173;X174;X175;X176;X177;X178;X179;X180;X181;X182;X183;X184;X185;X186;X187;X188;X189;X190;X191;X192;X193;X194;X195;X196;X197;X198;X199;X200;X201;X202;X203;X204;X205;X206;X207;X208;X209;X210;X211;X212;X213;X214;X215;X216;X217;X218;X219;X220;X221;X222;X223;X224;X225;X226;X227;X228;X229;X230;X231;X232;X233;X234;X235;X236;X237;X238;X239;X240;X241;X242;X243;X244;X245;X246;X247;X248;X249;X256;X251;X252;X253;X254;X255;X256
7;0;0;0;0;96.393;193.802;19.812;0;0;0;0;0;0;0;0;0;0;0;0;0;112.903;254;237.617;145.034;67.183;37.211;19.431;87.122;195.834;175.133;1.905;0;0;0;0;0;194.564;254;228.854;220.853;254;254;254;254;254;220.472;5.334;0;0;0;0;92.583;252.984;195.707;26.67;1.905;60.706;96.012;122.682;252.984;247.904;70.993;0;0;0;0;31.115;242.57;246.253;14.859;0;0;0;0;109.982;254;170.688;0.127;0;0;0;5.334;213.487;254;130.302;0;0;0;0;11.811;245.11;245.11;48.768;0;0;0;0;1.905;192.278;164.465;2.667;0;0;0;0;119.761;254;149.987;0;0;0;0;0;0;0.508;9.652;0;0;0;0;3.048;215.519;254;69.215;0;0;0;0;0;0;0;0;0;0;0;0;90.424;254;189.23;0.127;0;0;0;0;0;0;0;0;0;0;0;0;187.325;253.873;74.549;0;0;0;0;0;0;0;0;0;0;0;0;13.716;247.269;210.312;1.27;0;0;0;0;0;0;0;0;0;0;0;0;61.595;254;164.973;0;0;0;0;0;0;0;0;0;0;0;0;0;125.349;254;93.345;0;0;0;0;0;0;0;0;0;0;0;0;0;185.928;254;48.768;0;0;0;0;0;0;0;0;0;0;0;0;18.542;242.062;236.474;7.62;0;0;0;0;0;0;0;0;0;0;0;0;17.907;219.202;155.321;0;0;0;0;0;0;0
5;0;0;0;0;0;0;0;0;0;0;0;1.27;7.493;52.832;17.018;0;0;0;0;0;0;0;12.065;27.051;79.375;131.826;203.073;216.789;253.873;253.873;241.681;103.505;0;9.398;155.448;151.892;174.371;219.202;244.475;253.873;254;253.873;253.873;253.746;253.873;231.902;193.548;99.949;0;146.558;216.789;181.102;232.283;253.873;253.873;253.873;249.301;201.93;159.004;97.155;44.704;4.953;0;0;0;199.898;253.873;107.569;3.81;15.24;59.69;16.51;14.478;0;0;0;0;0;0;0;45.339;249.936;253.873;114.427;0;0;0;0;0;0;0;0;0;0;0;0;165.354;253.873;252.857;146.558;82.677;52.451;7.239;0;0;0;0;0;0;0;0;0;200.787;253.873;254;253.873;253.746;253.873;239.395;136.271;23.241;27.813;9.779;0;0;0;0;0;55.753;189.865;239.395;180.848;74.549;51.435;91.059;149.733;226.822;157.734;198.247;4.699;0;0;0;0;0;0;8.382;0;0;0;0;0;68.326;243.078;253.746;140.716;0;0;0;0;0;0;0;0;0;0;0;0;0;120.65;253.873;238.506;21.463;0;0;0;0;5.207;6.223;0;0;0;0;2.921;16.129;106.807;251.079;253.873;122.682;0;0;0;0;29.718;208.788;157.861;122.174;148.844;171.196;205.867;253.873;253.873;253.873;254;196.85;0;0;0;0;0;28.194;163.322;241.554;253.873;253.873;253.873;253.873;253.873;253.873;248.539;78.232;0;0;0;0;0;0;0;16.637;91.186;150.241;231.902;253.746;253.873;254;134.366;0;0;0;0;0;0;0;0;0;0;0;8.128;53.34;53.34;32.131;0.889;0;0;0;0
9;0;0;0;0;0;141.097;187.833;227.076;0;0;0;0;0;0;0;0;0;0;0;0;0;207.899;175.895;202.438;0;0;0;0;0;0;0;0;0;0;0;0;2.794;247.904;205.867;236.601;131.064;20.447;0;0;0;0;0;0;0;0;0;0;11.049;252.222;254;183.134;222.631;249.809;158.623;42.037;0;0;0;0;0;0;0;0;30.734;248.158;102.87;0;0;52.832;239.776;253.111;13.335;0;0;0;0;0;0;0;133.858;198.501;1.27;0;0;67.564;249.682;186.436;1.27;0;0;0;0;0;0;0;206.629;112.014;0;0;35.306;235.966;249.174;41.656;0;0;0;0;0;0;0;14.986;252.476;57.277;0;29.591;222.758;254;145.923;0;0;0;0;0;0;0;0;2.032;242.062;89.154;104.267;228.346;242.57;240.792;5.207;0;0;0;0;0;0;0;0;0;99.06;213.106;187.325;73.025;228.219;167.132;0;0;0;0;0;0;0;0;0;0;0;0;0;96.52;250.825;43.434;0;0;0;0;0;0;0;0;0;0;0;0;0;175.387;185.42;0;0;0;0;0;0;0;0;0;0;0;0;0;14.351;242.824;82.55;0;0;0;0;0;0;0;0;0;0;0;0;0;99.949;219.329;8.255;0;0;0;0;0;0;0;0;0;0;0;0;0;187.833;118.745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208.534;19.812;0;0;0;0;0;0;0;0
7;0;0;0;0;0.762;182.245;254;254;224.663;151.892;29.972;0;0;0;0;0;0;0;0;0;15.875;250.952;179.07;130.683;198.628;245.11;242.062;84.836;0;0;0;0;0;0;0;0;60.325;254;31.877;0;0;28.956;218.567;240.538;21.336;0;0;0;0;0;0;41.656;243.332;250.952;12.827;0;0;0;156.972;254;70.231;0;0;0;0;0;0;5.207;179.197;153.289;0;0;0;0;153.67;254;51.054;0;0;0;0;0;0;0;0;0;0;0;0;0;220.726;253.365;29.591;0;0;0;0;0;0;0;0;0;0;0;0;50.419;251.46;215.265;0.508;0;0;0;0;0;0;0;0;0;0;0;0;131.953;254;126.238;0;0;0;0;0;0;0;0;0;0;0;0;0.889;220.599;250.063;32.131;0;0;0;0;0;0;0;0;0;0;0;0;102.489;253.746;164.465;0;0;0;0;0;0;0;0;0;0;0;0;32.004;238.633;252.857;47.879;0;0;0;0;0;0;0;0;0;0;0;0;139.954;254;137.922;0;0;0;0;0;0;0;0;0;0;0;0;32.639;247.523;217.551;14.351;0;0;0;0;0;0;0;0;0;0;0;0;115.824;254;86.106;0;0;0;0;0;0;0;0;0;0;0;0;0;205.486;171.323;0.381;0;0;0;0;0;0;0;0;0;0;0;0;0;203.454;38.608;0;0;0;0;0;0;0;0
3;0;0;0;0;0;0;0;53.467;226.949;192.405;0;0;0;0;0;0;0;0;0;0;0;0;28.194;239.268;200.279;16.637;0;0;0;0;0;0;0;0;0;0;0;31.877;220.726;215.392;13.843;0;0;0;0;0;0;0;0;0;0;0;14.351;205.74;241.935;52.451;0;0;0;0;0;0;0;0;0;0;0;0;130.302;254;112.522;0;0;0;0;0;0;0;0;0;0;0;0;69.088;245.11;183.769;85.471;133.223;210.185;237.871;237.871;226.568;76.073;0;0;0;0;0;0;57.15;115.062;140.843;254;254;227.457;178.943;201.93;254;134.747;0;0;0;0;0;0;0;0;30.353;73.914;136.525;6.096;14.097;206.121;221.869;20.828;0;0;0;0;0;0;0;0;0;0;0;34.036;219.583;218.567;32.385;0;0;0;0;0;0;0;0;0;0;0;3.81;169.164;237.109;29.464;0;0;0;0;0;0;0;0;0;0;0;3.302;198.501;254;254;142.621;0;0;0;0;0;0;0;0;0;0;0;3.175;130.175;95.631;190.5;247.015;1.016;0;0;0;0;0;0;0;0;0;0;0;0;0;185.801;246.507;0;0;0;0;0;0;0;0;0;6.096;0.381;0;0;61.595;248.158;178.689;0;0;0;0;0;0;0;0;97.028;251.714;194.691;151.13;122.301;235.331;248.031;55.118;0;0;0;0;0;0;0;0;8.636;137.922;232.283;254;254;219.456;73.025;0;0;0;0;0;0
0;0;0;0;0;53.848;241.935;150.622;27.178;0;0;0;0;0;0;0;0;0;0;0;85.725;250.317;254;254;239.522;159.893;83.947;6.096;0;0;0;0;0;0;0;0;204.851;254;171.958;151.511;226.06;254;254;218.186;55.88;0;0;0;0;0;0;58.674;247.269;236.982;27.305;0;4.572;55.753;149.479;250.444;250.571;141.986;4.699;0;0;0;2.667;196.215;254;177.673;0;0;0;0;0;141.732;253.238;254;159.385;1.143;0;0;36.83;253.365;254;86.36;0;0;0;0;0;0;157.734;254;254;51.816;0;0;79.375;254;254;43.307;0;0;0;0;0;0;55.88;254;254;90.932;0;0;83.82;254;253.619;19.812;0;0;0;0;0;0;50.546;254;254;130.048;0;0;126.873;254;230.378;0;0;0;0;0;0;0;54.991;254;254;137.668;0;0;131.318;254;206.756;0;0;0;0;0;0;0;165.735;254;254;133.223;0;0;138.049;254;183.007;0;0;0;0;0;0;33.655;245.237;254;254;70.866;0;0;99.06;254;207.518;0;0;0;0;0;16.891;210.439;254;254;247.523;24.638;0;0;59.944;254;244.729;1.905;0;0;0;25.019;182.372;254;254;239.903;57.15;0;0;0;15.621;225.298;254;153.543;89.535;52.578;131.318;224.536;254;254;180.086;37.846;0;0;0;0;0;92.329;247.523;254;254;254;254;254;250.444;158.242;15.748;0;0;0;0;0;0;0;61.849;152.654;231.775;213.233;183.896;173.99;64.643;0;0;0;0;0;0
1;0;0;0;0;0;0;2.413;228.092;124.968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;218.186;241.173;3.048;0;0;0;0;0;0;0;0;0;0;0;0;0;215.138;251.079;12.573;0;0;0;0;0;0;0;0;0;0;0;0;0;174.879;254;12.573;0;0;0;0;0;0;0;0;0;0;0;0;0;181.102;245.237;3.429;0;0;0;0;0;0;0;0;0;0;0;0;0.381;228.854;241.173;1.27;0;0;0;0;0;0;0;0;0;0;0;0;1.27;241.173;235.839;0.381;0;0;0;0;0;0;0;0;0;0;0;0;11.049;246.888;238.506;0.762;0;0;0;0;0;0;0;0;0;0;0;0;3.429;244.602;247.523;4.064;0;0;0;0;0;0;0;0;0;0;0;0;12.573;251.079;248.92;5.715;0;0;0;0;0;0;0;0;0;0;0;0;3.81;247.396;245.999;4.699;0;0;0;0;0;0;0;0;0;0;0;0;6.731;250.825;238.887;0.889;0;0;0;0;0;0;0;0;0;0;0;0;2.032;243.078;247.777;4.318;0;0;0;0;0;0;0;0;0;0;0;0;0;214.249;249.682;5.461;0;0;0;0;0;0;0;0;0;0;0;0;0;211.201;222.758;0.508;0;0;0;0;0;0;0;0;0;0;0;0;0;143.129;203.073;0;0;0;0;0;0;0
9;0;0;0;0;0;89.281;198.501;245.364;173.863;32.639;0;0;0;0;0;0;0;0;0;0;60.198;247.777;249.555;200.279;156.083;233.045;91.44;0;0;0;0;0;0;0;0;0;186.055;243.84;28.829;0;0;142.748;252.476;94.869;0;0;0;0;0;0;0;0;200.279;234.823;1.016;0;0.254;188.976;254;187.198;0;0;0;0;0;0;0;0;212.09;191.897;0;0;67.31;253.111;254;210.058;0;0;0;0;0;0;0;0;202.057;198.628;0;47.371;213.741;254;254;152.273;0;0;0;0;0;0;0;0;113.919;236.093;216.281;246.761;254;254;161.417;9.779;0;0;0;0;0;0;0;0;0;50.8;110.871;180.34;254;238.633;6.223;0;0;0;0;0;0;0;0;0;0;0;0;158.75;254;179.07;0;0;0;0;0;0;0;0;0;0;0;0;0.889;221.996;254;95.504;0;0;0;0;0;0;0;0;0;0;0;0;36.703;252.984;248.666;21.209;0;0;0;0;0;0;0;0;0;0;0;0;55.118;254;212.979;0.762;0;0;0;0;0;0;0;0;0;0;0;0;81.026;254;167.259;0;0;0;0;0;0;0;0;0;0;0;0;0;83.947;254;124.079;0;0;0;0;0;0;0;0;0;0;0;0;0;86.868;254;104.14;0;0;0;0;0;0;0;0;0;0;0;0;0;21.971;205.613;114.046;0;0;0;0;0;0;0
6;0;0;0;0;0;0;6.35;192.532;250.952;105.791;0;0;0;0;0;0;0;0;0;0;0;0;106.807;253.746;206.883;243.84;33.147;0;0;0;0;0;0;0;0;0;0;0;200.152;253.365;54.102;83.312;12.954;0;0;0;0;0;0;0;0;0;0;37.846;247.523;192.278;0;0;0;0;0;0;0;0;0;0;0;0;0;116.713;254;118.618;0;0;0;0;0;0;0;0;0;0;0;0;0;201.93;254;79.756;0;0;0;0;0;0;0;0;0;0;0;0;7.62;244.856;252.095;31.242;0;0;0;0;0;0;0;0;0;0;0;0;34.29;253.619;206.375;1.651;0;0;0;0;0;0;0;0;0;0;0;0;92.71;254;149.225;0;2.159;17.653;0;0;0;0;0;0;0;0;0;0;168.021;254;87.122;40.64;201.295;248.666;208.153;67.691;0;0;0;0;0;0;0;0.381;229.743;249.047;40.259;223.901;254;210.058;236.601;237.49;7.112;0;0;0;0;0;0;2.413;236.728;245.364;43.688;254;179.324;11.557;201.168;238.379;10.541;0;0;0;0;0;0;22.479;252.095;203.073;72.771;254;92.964;85.217;253.746;125.476;0;0;0;0;0;0;0;4.191;239.649;180.721;91.694;254;183.642;236.474;241.173;29.718;0;0;0;0;0;0;0;9.144;232.029;218.821;107.061;253.619;254;222.631;55.118;0;0;0;0;0;0;0;0;0;52.705;222.504;254;250.444;164.846;27.305;0;0;0;0;0;0
5;0;0;0;0;0;0;0;0;4.064;138.43;106.299;0;0;0;0;0;0;0;0;0;0;0;1.016;111.125;205.994;254;214.376;1.143;0;0;0;0;0;0;0;0;0;0;84.582;254;254;254;229.362;53.975;0;0;0;0;0;0;0;0;0;0;79.121;254;254;254;81.661;0;0;0;0;0;0;0;0;0;0;0;125.349;254;149.479;162.941;85.852;0;0;0;0;0;0;0;0;0;0;0;98.933;254;196.469;0;0;0;0;0;0;0;0;0;0;0;0;0;13.716;240.411;240.284;13.589;0;0;0;0;0;0;0;0;0;0;0;0;0;103.378;254;129.921;0;0;0;0;0;0;0;0;0;0;0;0;0;1.397;163.703;252.603;90.297;0;0;0;0;0;0;0;0;0;0;0;0;0;78.359;252.222;242.316;38.735;0;0;0;0;0;0;0;0;0;0;0;0;2.159;229.489;254;74.041;0;0;0;0;0;0;0;0;0;0;0;0;0;143.256;254;183.388;0;0;0;0;0;0;0;11.684;71.247;0;0;0;0;75.438;254;249.682;11.811;0;0;0;0;0;0;12.319;237.744;198.755;117.094;72.644;72.644;195.834;254;245.11;21.971;0;0;0;0;0;0;0;53.086;218.567;254;254;254;254;254;198.882;1.143;0;0;0;0;0;0;0;0;6.223;93.726;147.066;181.737;243.205;132.842;24.384;0;0;0;0
2;0;0;0;0;0;0;0;0;0;0;27.94;77.597;2.794;0;0;0;0;0;0;0;14.351;231.394;108.839;75.057;103.759;183.642;249.301;254;132.334;0;0;0;0;0;0;0;41.402;254;254;254;248.539;197.866;174.879;254;142.113;0;0;0;0;0;0;0;67.691;143.891;56.896;48.387;1.524;0;137.541;254;68.453;0;0;0;0;0;0;0;0;0;0;0;0;89.789;250.19;193.802;2.667;0;0;0;0;0;0;0;0;0;0;0;113.284;253.111;210.058;32.639;0;0;0;0;0;0;0;0;0;0;1.778;102.108;245.11;205.994;25.019;0;0;0;0;0;0;0;0;0;0;28.194;186.436;254;167.513;18.161;0;0;0;0;0;0;2.413;136.906;198.882;155.956;169.926;234.188;252.857;112.903;0;0;0;0;0;0;0;0;128.524;247.523;216.916;254;254;254;254;220.853;92.583;1.397;0;0;0;0;0;0;210.82;243.459;236.22;206.756;112.522;72.263;165.1;249.682;254;186.563;43.307;0;0;0;0;0;27.178;103.505;55.372;2.032;0;0;0;32.893;135.763;249.047;240.03;72.517;0;0;0;0;0;0;0;0;0;0;0;0;0;45.339;194.056;248.666;101.092;0.508;0;0;0;0;0;0;0;0;0;0;0;0;4.953;127.508;249.809;203.2;40.64;0;0;0;0;0;0;0;0;0;0;0;0;0;60.325;204.343;242.697;175.514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.225;77.089
4;0;0.508;80.264;236.982;220.726;9.779;0;0;0;0;0;0;0;117.475;185.674;14.478;0;96.901;254;254;249.555;23.622;0;0;0;0;0;0;59.817;249.682;254;85.852;35.433;243.205;254;230.505;68.834;0;0;0;0;0;0;0.889;201.295;254;254;99.822;87.884;254;250.19;59.563;0;0;0;0;0;0;0;73.025;254;254;204.089;0.635;109.093;254;211.709;0;0;0;0;0;0;0;3.556;209.296;254;254;133.096;0;91.059;254;247.015;24.384;0;0;0;0;0;0;109.982;254;254;254;109.347;0;9.017;233.172;254;222.631;114.681;39.624;9.271;0;27.432;82.423;234.696;254;254;205.74;7.747;0;0;65.786;247.142;254;254;254;241.935;236.22;250.825;254;254;254;211.836;32.258;0;0;0;0;64.262;219.964;254;254;254;254;254;254;254;192.278;8.255;0;0;0;0;0;0;2.54;46.609;97.917;124.079;124.079;237.363;254;246.634;43.942;0;0;0;0;0;0;0;0;0;0;0;35.433;248.031;254;135.128;0;0;0;0;0;0;0;0;0;0;0;0;130.048;254;228.092;14.224;0;0;0;0;0;0;0;0;0;0;0;5.461;221.615;254;112.395;0;0;0;0;0;0;0;0;0;0;0;0;58.293;254;226.949;8.001;0;0;0;0;0;0;0;0;0;0;0;0;92.837;254;112.522;0;0;0;0;0;0;0;0;0;0;0;0;0;48.387;224.282;26.289;0;0;0;0;0;0;0
0;0;0;0;0;32.766;211.201;254;187.833;53.467;0;0;0;0;0;0;0;0;0;0;4.953;226.695;254;254;254;246.888;134.874;39.116;38.989;38.989;38.989;1.143;0;0;0;0;116.967;254;254;254;254;254;254;254;254;254;253.238;31.115;0;0;0;50.8;247.523;254;254;254;254;254;254;254;254;254;254;41.148;0;0;0;147.701;254;254;254;254;224.409;187.325;254;254;254;254;254;58.166;0;0;3.175;217.678;254;254;254;247.777;61.849;13.589;211.836;254;254;254;254;69.088;0;0;24.257;251.968;254;254;254;170.307;0;0;178.435;254;254;241.935;117.221;36.449;0;0;59.309;254;254;254;254;48.895;0;0;199.136;254;254;214.249;0;0;0;0;72.39;254;254;254;228.346;1.397;0;1.524;209.169;254;254;241.3;7.874;0;0;0;9.525;245.745;254;254;216.535;0;0;33.02;250.952;254;254;251.841;20.32;0;0;0;0;184.277;254;254;240.411;5.207;4.699;188.595;254;254;254;254;47.117;0;0;0;0;89.154;254;254;254;113.919;165.608;254;254;254;254;254;58.039;0;0;0;0;0;211.963;254;254;254;254;254;254;254;254;229.108;15.748;0;0;0;0;0;45.847;240.792;254;254;254;254;254;254;254;135.509;0;0;0;0;0;0;0;91.694;251.714;254;254;254;254;254;182.372;7.747;0;0;0;0;0;0;0;0;37.338;140.335;241.808;254;254;149.479;4.953;0;0;0;0
0;0;0;0;0;8.509;65.024;150.241;194.437;43.688;0;0;0;0;0;0;0;11.303;136.525;174.371;219.583;225.425;254;254;254;245.364;36.322;0;0;0;0;0;0;63.881;254;254;254;254;254;254;254;254;155.194;0;38.227;0;0;0;0;96.266;254;254;254;254;254;254;254;254;248.285;23.241;172.466;229.362;149.479;119.634;55.118;168.402;254;254;254;254;254;254;254;254;200.533;11.557;228.981;254;254;254;155.448;221.488;254;254;254;254;254;254;254;241.808;59.436;74.295;252.349;254;254;254;92.71;91.567;92.837;176.784;254;254;254;254;254;136.525;0;157.734;254;254;254;254;44.577;0;0.127;225.552;254;254;254;254;207.772;17.907;120.396;253.238;254;254;254;212.344;5.969;0;78.994;254;254;254;254;245.745;40.767;116.205;254;254;254;254;254;82.296;0;0;104.902;254;254;254;254;152.146;111.633;254;254;254;254;254;232.791;20.066;0;0;153.162;254;254;254;254;206.121;254;254;254;254;254;254;92.837;0;0;0;148.717;254;254;254;254;254;254;254;254;254;254;187.452;11.938;0;0;0;109.093;254;254;254;254;254;254;254;254;254;226.822;31.496;0;0;0;0;32.258;241.808;254;254;254;254;254;254;254;194.056;14.478;0;0;0;0;0;0;111.887;250.317;254;254;254;254;253.746;159.639;15.24;0;0;0;0;0;0;0;0;62.23;178.943;214.63;214.63;162.433;77.089;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.828;12.319;0;0;0;0;0;0;0;0;0;0;0;0;11.303;130.81;243.205;244.983;102.489;0;0;0;0;0;0;0;0;0;32.512;113.157;217.424;254;254;254;249.682;76.708;0;112.268;208.788;115.443;106.299;121.412;168.783;226.06;249.047;254;254;254;254;254;254;219.964;18.669;220.98;254;254;254;254;254;254;254;254;254;254;225.298;196.85;254;254;112.649;219.837;254;254;254;254;254;254;254;254;254;234.442;59.055;27.432;254;254;218.44;26.797;101.346;164.211;216.408;253.111;254;254;254;254;249.682;67.564;5.588;161.29;254;254;226.949;0;0;0;0;45.593;141.732;254;254;254;118.237;0.762;163.957;254;254;254;140.462;0;0;0;0;0;157.226;254;254;212.979;69.469;196.596;254;254;254;226.441;29.337;0;0;0;0;0;223.52;254;254;253.746;253.746;254;254;254;238.76;60.706;0;0;0;0;0;3.937;246.761;254;254;254;254;254;254;236.855;79.883;0;0;0;0;0;0;0;182.753;254;254;254;254;254;193.802;26.797;0;0;0;0;0;0;0;0;31.496;201.422;254;235.585;162.052;80.137;2.921;0;0;0;0;0;0;0;0;0;0;1.27;45.339;2.032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;0;0;0;31.115;229.87;122.682;0;0;0;0;0.508;127.254;239.522;84.963;0;0;0;0;15.367;209.677;254;244.983;17.018;0;0;0;114.681;254;254;133.223;0;0;0;0;118.237;254;254;160.782;0;0;0;57.912;251.206;254;187.198;5.969;0;0;0;0;159.639;254;204.597;7.874;0;0;2.54;196.85;254;254;81.153;0;0;0;0;0;160.02;254;165.862;38.481;38.481;38.481;127.889;254;254;254;251.333;36.83;0;0;0;0;54.864;253.619;254;254;254;254;254;254;254;253.746;152.908;0.254;0;0;0;0;0;96.393;241.173;254;254;254;254;254;226.441;99.06;0;0;0;0;0;0;0;0;20.193;95.631;150.368;217.297;254;251.206;31.369;0;0;0;0;0;0;0;0;0;0;0;0;193.548;254;198.12;0;0;0;0;0;0;0;0;0;0;0;0;0.381;228.727;254;132.588;0;0;0;0;0;0;0;0;0;0;0;0;8.128;250.063;254;103.505;0;0;0;0;0;0;0;0;0;0;0;0;24.892;254;254;56.261;0;0;0;0;0;0;0;0;0;0;0;0;31.496;254;254;40.132;0;0;0;0;0;0;0;0;0;0;0;0;34.036;254;254;32.639;0;0;0;0;0;0;0;0;0;0;0;0;3.683;248.666;254;29.845;0;0;0;0;0;0;0;0;0;0;0;0;0;117.729;237.871;32.131;0;0;0;0;0;0
4;0;0;0;0;0;0;0;0;0;0;210.439;59.309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;228.727;83.947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210.439;91.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;218.948;120.396;0;0;0;0;0;0;0;109.22;53.721;0;0;0;0;0;196.723;125.222;0;0;0;0;0;0;0;117.094;198.12;0;0;0;0;0;186.436;156.845;0;0;0;0;0;0;0;90.932;238.506;3.175;0;0;0;0;160.274;203.2;0;0;0;0;0;0;0;85.979;237.871;8.763;0;0;0;0;144.653;189.357;0;0;0;0;0;0;0;151.892;223.012;0.508;0;0;0;0;127.762;204.851;0;0;0;0;0;0;0;216.535;198.247;70.612;168.656;244.475;242.57;195.326;200.914;239.522;34.417;0;0;0;0;0;22.733;247.777;254;248.666;221.234;136.144;70.231;100.076;187.833;253.619;196.723;24.765;0;0;0;0;17.526;242.697;196.215;52.578;0;0;0;0;106.426;242.443;5.207;0;0;0;0;0;0;16.891;4.445;0;0;0;0;0;109.601;234.95;2.794;0;0;0;0;0;0;0;0;0;0;0;0;0;99.314;254;31.369;0;0;0;0;0;0;0;0;0;0;0;0;0;106.553;254;77.724;0;0;0;0;0;0;0;0;0;0;0;0;0;58.166;233.172;18.542;0;0;0
2;0;0;0;0;0;13.462;139.446;253.619;254;192.532;26.797;0;0;0;0;0;0;0;0;0;3.937;152.273;242.824;150.622;125.349;170.688;203.454;12.954;0;0;0;0;0;0;0;0;88.265;254;109.982;0;0;30.353;253.365;84.074;0;0;0;0;0;0;0;0;127.762;244.856;17.653;0;0;45.974;254;90.932;0;0;0;0;0;0;0;0;159.893;235.585;0.508;0;0;72.39;254;52.959;0;0;0;0;0;0;0;0;167.513;218.059;0.254;0;0;143.637;220.345;3.81;0;0;0;0;0;0;0;0;90.678;195.453;0;0;2.794;223.647;152.908;0;0;0;0;0;0;0;0;0;0;4.318;0;0;84.074;251.46;43.815;0;0;0;0;0;0;0;0;0;0;0;0;27.686;226.568;185.039;0;0;0;0;0;0;0;0;0;0;0;0;0;140.716;232.283;38.735;0;0;0;0;0;0;0;0;0;0;0;0;49.911;239.268;131.191;0;0;0;0;0;0;0;0;0;0;0;0;15.113;225.806;220.599;3.81;0;0;0;0;0;0;0;0;0;0;0;0;108.712;253.492;54.991;0;0;0;0;0;0;0;0;0;0;0;0;0.762;210.947;210.185;0.127;0;27.051;153.797;11.43;0;0;0;0;0;0;0;0;0;214.249;247.015;200.279;233.68;248.412;254;113.919;0;0;0;0;0;0;0;0;0;51.816;178.943;222.885;185.166;130.937;114.046;71.12;0;0;0;0
2;0;0;0;0;0;22.733;176.403;233.553;162.941;47.117;0;0;0;0;0;0;0;0;0;0;6.35;193.04;232.283;199.009;199.009;243.713;83.566;0;0;0;0;0;0;0;0;0;97.536;254;114.3;0;0;200.787;201.041;0;0;0;0;0;0;0;0;0;162.814;253.492;45.085;0;0;180.594;221.234;0;0;0;0;0;0;0;0;0;180.848;244.983;7.366;0;0;194.818;194.945;0;0;0;0;0;0;0;0;0;194.183;221.996;0.254;0;29.972;248.285;147.955;0;0;0;0;0;0;0;0;0;104.394;144.272;0;0;68.199;254;67.437;0;0;0;0;0;0;0;0;0;0;0;0;6.223;166.878;209.804;0.635;0;0;0;0;0;0;0;0;0;0;0;0;136.906;251.46;57.658;0;0;0;0;0;0;0;0;0;0;0;0;42.037;243.967;188.976;1.524;0;0;0;0;0;0;0;0;0;0;0;3.302;198.501;241.173;33.655;0;0;0;0;0;0;0;0;0;0;0;0;144.145;254;90.678;0;0;0;0;0;0;0;0;0;0;0;0;60.071;251.587;155.448;1.778;0;0;0;0;0;0;0;0;0;0;0;0;153.416;206.883;6.477;0;0;13.843;121.92;12.192;0;0;0;0;0;0;0;0;198.755;200.787;124.079;141.859;190.5;217.932;254;199.009;0;0;0;0;0;0;0;0;64.008;234.315;254;202.438;198.247;198.247;146.685;118.618;0;0;0;0
